Source Handle,Source Label,File Handle,File Type,Bytes,SHA-256,Scan Chars,Message Markers,Axes,Publication Lane,Review Gates
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0032,conversation_json,5945,66ddec5ee7b72994e28fc257a6c8b000cc08f61e2c3000f306b4ee70fb280856,4194,0,chatgpt_export;mermaid;notion_workspace;patent_ip;prism_zenodo,public_after_ip_review,ip_review;mermaid_graph_review;evidence_apparatus_review;notion_correlation_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0033,conversation_json,222,24d07cdc69f56afb38ee7591c10442e7bc234a4c9e56bf17a9bab2dcf3005c23,133,0,chatgpt_export,chat_export_index_candidate,chat_export_index_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0034,conversation_json,222,e61b77e349326609866a84680e6938bf8f1fb0c6dc43db689bd213df04865d15,133,0,chatgpt_export,chat_export_index_candidate,chat_export_index_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0035,conversation_json,222,8b95cecd135df979031d3d44c91589b1b8e94cbd89e20ed48ab143e69c0c276f,133,0,chatgpt_export,chat_export_index_candidate,chat_export_index_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0036,conversation_json,222,5dacadeca5d7770a72d37fe84bd2c5659f07da86561b589fdd3703eccbea47bb,133,0,chatgpt_export,chat_export_index_candidate,chat_export_index_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0037,conversation_json,23190,d5ae18fbd6bc97bc30557f85b2d006b80cdd7dfbaa305e3395fbcf509a350275,40083,16,chatgpt_export;control_tower;mermaid;notion_workspace;prism_zenodo;trigger,trigger_correlation_candidate,trigger_source_review;mermaid_graph_review;evidence_apparatus_review;notion_correlation_review;control_tower_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0038,conversation_json,222,42af92e46fe7913966e95d670125d0f186cf0c676bdb0984d9d050315621c242,133,0,chatgpt_export,chat_export_index_candidate,chat_export_index_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0039,conversation_json,2699,7c149367d5d4cce38ae1fa0a55ec88d00f5d7f6c67753ab18ea4a9bb6f57eeb8,2565,0,chatgpt_export;patent_ip;prism_zenodo,public_after_ip_review,ip_review;evidence_apparatus_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0040,conversation_json,20916,3c06ff37a2bf1dc50f5130d0cbfd0b0a13a38f1690388879d0330e9ee64c0e52,37551,16,chatgpt_export;control_tower;mermaid;notion_workspace;prism_zenodo,diagram_correlation_candidate,mermaid_graph_review;evidence_apparatus_review;notion_correlation_review;control_tower_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0041,conversation_json,49259,943d44466cd4cbb17daa3c435b0d2791458cd50746b6cce57df80f4fc8e13d44,85254,30,chatgpt_export;control_tower;github_sync;mermaid;metarotik;notion_workspace;patent_ip;prism_zenodo;tokenomics;trigger,public_after_ip_review,ip_review;biz_tokenomics_review;phenomenology_metarotik_review;trigger_source_review;mermaid_graph_review;evidence_apparatus_review;sync_trace_review;notion_correlation_review;control_tower_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0042,conversation_json,222,b734ca7d1360e296218e836d7e7b7cea705a9d30b34dd2e348a3b6e16fce6211,133,0,chatgpt_export,chat_export_index_candidate,chat_export_index_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0043,conversation_json,4216,acc09b9242343c3973f8a2c7084995631594340b29c862d0339aa5c394307c0f,6348,2,chatgpt_export;mermaid;notion_workspace;prism_zenodo,diagram_correlation_candidate,mermaid_graph_review;evidence_apparatus_review;notion_correlation_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0044,conversation_json,222,e889dc83f0d38db1b73c5a456b929021e7f55602fd14f9322ab4986466a65671,133,0,chatgpt_export,chat_export_index_candidate,chat_export_index_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0045,conversation_json,222,368fd09036e4d5423b6a51d51eaf19c160a232f49abbfff07995e330ebf75758,133,0,chatgpt_export,chat_export_index_candidate,chat_export_index_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0046,conversation_json,611,ed433e39896b3ca982185c0b3b292d662f39698df0c46bfe1962ca9a570be5d7,418,0,chatgpt_export,chat_export_index_candidate,chat_export_index_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0047,conversation_json,23442,bac6a7f983599830876251f095d469a593c6527bf7d76081d5ef9f5e9be083b7,36528,76,chatgpt_export;github_sync;mermaid;notion_workspace;prism_zenodo;trigger,trigger_correlation_candidate,trigger_source_review;mermaid_graph_review;evidence_apparatus_review;sync_trace_review;notion_correlation_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0048,conversation_json,222,39a10451a247d9bb3b272059617092e9f5ac3a609c0f2c8894907fe8378fa273,133,0,chatgpt_export,chat_export_index_candidate,chat_export_index_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0049,conversation_json,222,937e805a1092b5f62f59cd563c73c69df6d95cd48d94fe31247430d4d1684a87,133,0,chatgpt_export,chat_export_index_candidate,chat_export_index_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0050,conversation_json,6118,68a9265c7e7c19be0ad3359b1ee9e09381a7d9569564bb66d41030440e254fe0,9054,2,chatgpt_export;mermaid;notion_workspace;patent_ip;prism_zenodo,public_after_ip_review,ip_review;mermaid_graph_review;evidence_apparatus_review;notion_correlation_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0051,conversation_json,156201,304d690477ad5dfb72c4b0a1e6c51ade8fd726d07e126109120daaa408ae9465,135104,6,chatgpt_export;control_tower;github_sync;mermaid;notion_workspace;patent_ip;prism_zenodo;tokenomics;trigger,public_after_ip_review,ip_review;biz_tokenomics_review;trigger_source_review;mermaid_graph_review;evidence_apparatus_review;sync_trace_review;notion_correlation_review;control_tower_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0052,conversation_json,25396,c8864c160cf8467a836ac4e265fafdd067cc60a8683beb067411bda0fd5a6af2,22482,0,chatgpt_export;control_tower;github_sync;mermaid;patent_ip;prism_zenodo;tokenomics;trigger,public_after_ip_review,ip_review;biz_tokenomics_review;trigger_source_review;mermaid_graph_review;evidence_apparatus_review;sync_trace_review;control_tower_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0053,conversation_json,19207,e8d5483928bb2555082caf36dd227e56c57f1f606ba16ba870040b0ff694458b,16594,0,chatgpt_export;control_tower;github_sync;mermaid;notion_workspace;patent_ip;prism_zenodo;trigger,public_after_ip_review,ip_review;trigger_source_review;mermaid_graph_review;evidence_apparatus_review;sync_trace_review;notion_correlation_review;control_tower_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0054,conversation_json,725901,dc4c24bf6ff9c852dbc6f96cbcc06f2a7cac2060ee0a452a845b5fa4ee1e87e3,750812,90,chatgpt_export;control_tower;github_sync;mermaid;metarotik;notion_workspace;patent_ip;prism_zenodo;tokenomics;trigger,public_after_ip_review,ip_review;biz_tokenomics_review;phenomenology_metarotik_review;trigger_source_review;mermaid_graph_review;evidence_apparatus_review;sync_trace_review;notion_correlation_review;control_tower_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0055,conversation_json,55391,fc41cc5a538247217fd04f0739a92ee0b58691c0a59f2d42d330a3d2984e04f3,46422,0,chatgpt_export;control_tower;github_sync;mermaid;notion_workspace;patent_ip;prism_zenodo;tokenomics;trigger,public_after_ip_review,ip_review;biz_tokenomics_review;trigger_source_review;mermaid_graph_review;evidence_apparatus_review;sync_trace_review;notion_correlation_review;control_tower_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0056,conversation_json,362013,d0e3d38059eb9c8b66c2991d5a0bdb21b07b3276e1d090a86e33840ed987d922,301060,8,chatgpt_export;control_tower;github_sync;mermaid;metarotik;notion_workspace;patent_ip;prism_zenodo;tokenomics;trigger,public_after_ip_review,ip_review;biz_tokenomics_review;phenomenology_metarotik_review;trigger_source_review;mermaid_graph_review;evidence_apparatus_review;sync_trace_review;notion_correlation_review;control_tower_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0057,conversation_json,612597,c0c6cb0eb9de603d08e573f67d197fbb446f924552e047e8b042928f1d9e1a22,579024,24,chatgpt_export;control_tower;github_sync;mermaid;metarotik;notion_workspace;patent_ip;prism_zenodo;tokenomics;trigger,public_after_ip_review,ip_review;biz_tokenomics_review;phenomenology_metarotik_review;trigger_source_review;mermaid_graph_review;evidence_apparatus_review;sync_trace_review;notion_correlation_review;control_tower_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0058,conversation_json,272511,89aba23013819c67eee672b44254551b0f083a56eb3707e4f1263f0d98b5f4b9,245029,9,chatgpt_export;control_tower;github_sync;mermaid;metarotik;notion_workspace;patent_ip;prism_zenodo;tokenomics;trigger,public_after_ip_review,ip_review;biz_tokenomics_review;phenomenology_metarotik_review;trigger_source_review;mermaid_graph_review;evidence_apparatus_review;sync_trace_review;notion_correlation_review;control_tower_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0059,conversation_json,80466,1a4b625aca3fd4329b112eb398ef8b2d577ab8138d7445551396e2d867f7b80d,63931,3,chatgpt_export;control_tower;github_sync;mermaid;notion_workspace;patent_ip;prism_zenodo;tokenomics;trigger,public_after_ip_review,ip_review;biz_tokenomics_review;trigger_source_review;mermaid_graph_review;evidence_apparatus_review;sync_trace_review;notion_correlation_review;control_tower_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0060,conversation_json,563304,3be03f0cbf288bbe5e1121554bbfefdd4ad59563d39f3be54b47cafb49f20d51,522375,7,chatgpt_export;control_tower;github_sync;mermaid;metarotik;notion_workspace;patent_ip;prism_zenodo;tokenomics;trigger,public_after_ip_review,ip_review;biz_tokenomics_review;phenomenology_metarotik_review;trigger_source_review;mermaid_graph_review;evidence_apparatus_review;sync_trace_review;notion_correlation_review;control_tower_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0061,conversation_json,25788,e25767f19e15234a73bb9c96fa7eeb6ad5aeb843cdb125b1aa6846d0498eb511,25446,1,chatgpt_export;control_tower;github_sync;mermaid;notion_workspace;patent_ip;prism_zenodo;tokenomics;trigger,public_after_ip_review,ip_review;biz_tokenomics_review;trigger_source_review;mermaid_graph_review;evidence_apparatus_review;sync_trace_review;notion_correlation_review;control_tower_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0062,conversation_json,13514,cbdc2961c90b467f08dd0d2be0330996ba4b2a0d4453d34f1dcd6144349c84ad,11453,1,chatgpt_export;control_tower;github_sync;mermaid;notion_workspace;patent_ip;prism_zenodo;tokenomics;trigger,public_after_ip_review,ip_review;biz_tokenomics_review;trigger_source_review;mermaid_graph_review;evidence_apparatus_review;sync_trace_review;notion_correlation_review;control_tower_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0063,conversation_json,38343,24e1c57bc4e034a4f9b39d4b36f43e07ab3f95d3f839487d93a75548aed8a017,32819,1,chatgpt_export;control_tower;github_sync;mermaid;notion_workspace;patent_ip;prism_zenodo;tokenomics;trigger,public_after_ip_review,ip_review;biz_tokenomics_review;trigger_source_review;mermaid_graph_review;evidence_apparatus_review;sync_trace_review;notion_correlation_review;control_tower_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0064,conversation_json,1193,6d52e3fc446e14a9ef775104ef0108b4d7f1784bc06b35e5342f6db6360f245a,706,0,chatgpt_export;control_tower;prism_zenodo;tokenomics,public_after_biz_review,biz_tokenomics_review;evidence_apparatus_review;control_tower_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0065,conversation_json,2111,46998816ba2816fa3cd64f0169dba2e37cec18e57871a066820ec727da65414a,1486,0,chatgpt_export;control_tower;prism_zenodo,evidence_apparatus_candidate,evidence_apparatus_review;control_tower_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0066,conversation_json,38881,10ba91c5e44eb586919348ab67aaf33f2a854a44e00b6e3a676b2470a903903a,31977,1,chatgpt_export;control_tower;github_sync;mermaid;notion_workspace;patent_ip;prism_zenodo;tokenomics;trigger,public_after_ip_review,ip_review;biz_tokenomics_review;trigger_source_review;mermaid_graph_review;evidence_apparatus_review;sync_trace_review;notion_correlation_review;control_tower_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0067,conversation_json,28624,0134b29dcf7c50c55954118dc4975f482abadec1e7a46315c1183242869f5184,23455,1,chatgpt_export;control_tower;github_sync;mermaid;notion_workspace;patent_ip;prism_zenodo;tokenomics;trigger,public_after_ip_review,ip_review;biz_tokenomics_review;trigger_source_review;mermaid_graph_review;evidence_apparatus_review;sync_trace_review;notion_correlation_review;control_tower_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0068,conversation_json,13511,d92bd9224c0d67a739df6c3d4b62899f166d108c1dd00aaa6a1d964712a2db18,12224,4,chatgpt_export;control_tower;github_sync;notion_workspace;patent_ip;prism_zenodo;tokenomics;trigger,public_after_ip_review,ip_review;biz_tokenomics_review;trigger_source_review;evidence_apparatus_review;sync_trace_review;notion_correlation_review;control_tower_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0069,conversation_json,60020,a4dc8f0c4d809e991680aefb83ce3e65f681e5586c875ac24a30e44d1c89aa15,59556,14,chatgpt_export;control_tower;github_sync;mermaid;metarotik;notion_workspace;patent_ip;prism_zenodo;tokenomics;trigger,public_after_ip_review,ip_review;biz_tokenomics_review;phenomenology_metarotik_review;trigger_source_review;mermaid_graph_review;evidence_apparatus_review;sync_trace_review;notion_correlation_review;control_tower_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0070,conversation_json,400526,56dd2522895b9e6f669cbd862ee2966b524581fa68f1f3ca40e4c8f8cdd5835e,335591,1,chatgpt_export;control_tower;github_sync;mermaid;notion_workspace;patent_ip;prism_zenodo;tokenomics;trigger,public_after_ip_review,ip_review;biz_tokenomics_review;trigger_source_review;mermaid_graph_review;evidence_apparatus_review;sync_trace_review;notion_correlation_review;control_tower_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0071,conversation_json,31849,44f17657a4985fb0151d319c72d9be5fd5c67628e07868f259ef0c37e44193e5,27775,1,chatgpt_export;control_tower;github_sync;mermaid;notion_workspace;patent_ip;prism_zenodo;tokenomics;trigger,public_after_ip_review,ip_review;biz_tokenomics_review;trigger_source_review;mermaid_graph_review;evidence_apparatus_review;sync_trace_review;notion_correlation_review;control_tower_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0072,conversation_json,222,dee729dd3985d10329ff868570bb5be20f201c6f8e5253bf965570afbf131884,133,0,chatgpt_export,chat_export_index_candidate,chat_export_index_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0073,conversation_json,222,eecb5bafdba74c6bb0c19d92cc321b692a23c622beaa95229f3e451a90ecc567,133,0,chatgpt_export,chat_export_index_candidate,chat_export_index_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0074,conversation_json,74289,075c122dcb77f3581180c9dcf4795b2e7ba76b735868ae4ad14080a9083b99bb,95572,18,chatgpt_export;control_tower;github_sync;mermaid;notion_workspace;patent_ip;prism_zenodo;tokenomics;trigger,public_after_ip_review,ip_review;biz_tokenomics_review;trigger_source_review;mermaid_graph_review;evidence_apparatus_review;sync_trace_review;notion_correlation_review;control_tower_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0075,conversation_json,222,4669ebd2542d35ade10f075fc3df0c69dd23484d09f2a2741cfda53bf103bd2e,133,0,chatgpt_export,chat_export_index_candidate,chat_export_index_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0076,conversation_json,222,3659b392d60761b81a44fa1d10b55d6360fc7ca2e663edacc5ba464c18b75042,133,0,chatgpt_export,chat_export_index_candidate,chat_export_index_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0077,conversation_json,222,ada346feffafdf7624c59fdce52f9b32077ca4dc1ea194985e8948c5459a6bc0,133,0,chatgpt_export,chat_export_index_candidate,chat_export_index_review
xport-src-001,openai_project_conversations_2026_05_05,xport-src-001-file-0078,conversation_json,124438,0bb88e03c2bc2f401c7f3d03368fd3550dcbea0f84e0bf2c478e66f534475610,146000,16,chatgpt_export;control_tower;github_sync;mermaid;metarotik;notion_workspace;patent_ip;prism_zenodo;tokenomics;trigger,public_after_ip_review,ip_review;biz_tokenomics_review;phenomenology_metarotik_review;trigger_source_review;mermaid_graph_review;evidence_apparatus_review;sync_trace_review;notion_correlation_review;control_tower_review
