Graph ID,Node ID,Label,Node Type,Source Line,In Degree,Out Degree,Trigger Signal,VORTEX Signal,Sensitivity Signal
terra-nova-master-overview-complete-workspace,IPERKA_QUALITY,Qualitäts-Standards,node,65,1,0,no,no,no
terra-nova-master-overview-complete-workspace,IPERKA_RISK,Risiko-Management,node,66,1,0,no,no,no
terra-nova-master-overview-complete-workspace,API_SYNC,🔄 Notion↔ChatGPT Sync,node,69,1,0,yes,no,no
terra-nova-master-overview-complete-workspace,API_DELTA,🚀 Delta-Sync v1.0,node,70,1,0,yes,no,no
terra-nova-master-overview-complete-workspace,API_IPFS,📦 IPFS Setup,node,71,1,0,no,no,no
terra-nova-master-overview-complete-workspace,API_PROPERTIES,🧱 Sync Properties,node,72,1,0,yes,no,no
terra-nova-master-overview-complete-workspace,G01,01_Governance & System,node,75,1,0,no,no,no
terra-nova-master-overview-complete-workspace,G02,02_Codex & Trigger,node,76,1,2,yes,no,no
terra-nova-master-overview-complete-workspace,G03,03_Patente & IP,node,77,1,1,no,no,yes
terra-nova-master-overview-complete-workspace,G04,04_DAO & Token,node,78,1,0,no,no,yes
terra-nova-master-overview-complete-workspace,G05,05_Produkte & Services,node,79,1,0,no,no,no
terra-nova-master-overview-complete-workspace,G06,06_Technische Doku,node,80,1,0,no,no,no
terra-nova-master-overview-complete-workspace,G07,07_Persönlich & Reflexion,node,81,1,0,no,no,no
terra-nova-master-overview-complete-workspace,G08,08_Entwicklungsprotokoll,node,82,1,2,no,no,no
terra-nova-master-overview-complete-workspace,G09,09_Archive & Backup,node,83,1,0,no,no,no
terra-nova-master-overview-complete-workspace,G10,10_Pendent & Offen,node,84,1,0,no,no,no
terra-nova-master-overview-complete-workspace,PATENTE,7 Patente,node,86,1,4,no,no,yes
terra-nova-master-overview-complete-workspace,PAT_1,Patent 1: MindCode,node,87,1,0,no,no,yes
terra-nova-master-overview-complete-workspace,PAT_2,Patent 2: TNAV,node,88,1,0,no,no,yes
terra-nova-master-overview-complete-workspace,PAT_3,Patent 3: Kognitionsspiegel,node,89,1,0,no,no,yes
terra-nova-master-overview-complete-workspace,PAT_7,Patent 7: MSA,node,90,1,0,no,no,yes
terra-nova-master-overview-complete-workspace,CODEX_DOCS,Codex-Dokumente,node,92,1,0,no,no,no
terra-nova-master-overview-complete-workspace,TRIGGER_DOCS,Trigger-Listen,node,93,1,0,yes,no,no
terra-nova-master-overview-complete-workspace,SESSIONS,Session-Snapshots,node,95,1,0,yes,no,no
terra-nova-master-overview-complete-workspace,CHAT_DB,Chat Sessions DB,node,96,1,0,yes,no,no
terra-nova-master-overview-complete-workspace,CONF_HANDBUCH,📘 FerrAI Systemhandbuch,node,99,1,0,no,no,no
terra-nova-master-overview-complete-workspace,CONF_DASHBOARD,🎛️ Master Dashboard,node,100,1,3,no,no,no
terra-nova-master-overview-complete-workspace,CONF_REFLEXION,📘 Reflexions-Log,node,101,1,0,no,no,no
terra-nova-master-overview-complete-workspace,CONF_MEMORY,🧠 Memory Bank,node,102,1,0,no,no,no
terra-nova-master-overview-complete-workspace,DASH_METRICS,System Metrics DB,node,104,1,0,no,no,no
terra-nova-master-overview-complete-workspace,DASH_COMPONENTS,Komponenten-Status DB,node,105,1,0,no,no,no
terra-nova-master-overview-complete-workspace,DASH_HEALTH,Health Monitor DB,node,106,1,0,no,no,no
terra-nova-master-overview-complete-workspace,PHYS_WEB,🌐 Web Presence,node,109,1,0,no,no,no
terra-nova-master-overview-complete-workspace,PHYS_PORTFOLIO,Portfolio Website,node,110,1,0,no,no,no
terra-nova-master-overview-complete-workspace,PHYS_PATENTE,Patent-Upload Page,node,111,1,0,yes,no,yes
terra-nova-master-overview-complete-workspace,PHYS_MARKETING,Marketing Material,node,112,1,0,no,no,no
terra-nova-master-overview-complete-workspace,META_WERKBUCH,📘 Werkbuch Struktur,node,115,1,0,no,no,no
terra-nova-master-overview-complete-workspace,META_LEVEL,Level 1-8 Sessions,node,116,1,0,yes,no,no
terra-nova-master-overview-complete-workspace,META_AUDIO,Audio Scripts,node,117,1,0,no,no,no
terra-nova-master-overview-complete-workspace,META_PONY,Ponyverse Hub,node,118,1,0,no,no,no
terra-nova-master-overview-complete-workspace,LOOSE_VORTEX,VortexCanvas,node,121,1,0,no,yes,no
terra-nova-master-overview-complete-workspace,LOOSE_ANALYSE,Deep-Analyse,node,122,1,0,no,no,no
terra-nova-master-overview-complete-workspace,LOOSE_DOCS,Diverses,node,123,1,0,no,no,no
digital-ecosystem-ziel-struktur-v2-0,ROOT,🌍 TERRA NOVA WORKSPACE,node,2,0,3,no,no,no
digital-ecosystem-ziel-struktur-v2-0,ARCHIVE,🗄️ Archive – Master-Struktur,node,4,1,10,no,no,no
digital-ecosystem-ziel-struktur-v2-0,CONFIG,🧠 Meine Notion-KI,node,5,1,2,no,no,no
digital-ecosystem-ziel-struktur-v2-0,PHYSICAL,🏗️ Terra Nova Restore – Physical,node,6,1,0,no,no,no
digital-ecosystem-ziel-struktur-v2-0,G01,01_Governance & System,node,8,1,3,no,no,no
digital-ecosystem-ziel-struktur-v2-0,G02,02_Codex & Trigger,node,9,1,3,yes,no,no
digital-ecosystem-ziel-struktur-v2-0,G03,03_Patente & IP,node,10,1,7,no,no,yes
digital-ecosystem-ziel-struktur-v2-0,G04,04_DAO & Token,node,11,1,3,no,no,yes
digital-ecosystem-ziel-struktur-v2-0,G05,05_Produkte & Services,node,12,1,4,no,no,no
digital-ecosystem-ziel-struktur-v2-0,G06,06_Technische Doku,node,13,1,4,no,no,no
digital-ecosystem-ziel-struktur-v2-0,G07,07_Persönlich & Reflexion,node,14,1,2,no,no,no
digital-ecosystem-ziel-struktur-v2-0,G08,08_Entwicklungsprotokoll,node,15,1,3,no,no,no
digital-ecosystem-ziel-struktur-v2-0,G09,09_Archive & Backup,node,16,1,0,no,no,no
digital-ecosystem-ziel-struktur-v2-0,G10,10_Pendent & Offen,node,17,1,0,no,no,no
digital-ecosystem-ziel-struktur-v2-0,META_INDEX,📋 TERRANOVA META-INDEX,node,19,1,0,no,no,no
digital-ecosystem-ziel-struktur-v2-0,ABLAGE,🗂️ ABLAGESYSTEM,node,20,1,0,no,no,no
digital-ecosystem-ziel-struktur-v2-0,CONDUCTOR,🧬 Meta-Conductor,node,21,1,0,no,no,no
digital-ecosystem-ziel-struktur-v2-0,CODEX,📖 Codex170_Plus_FINAL,node,23,1,0,no,no,no
digital-ecosystem-ziel-struktur-v2-0,TRIGGER_ARCH,🌀 Trigger-Architektur,node,24,1,0,yes,no,no
digital-ecosystem-ziel-struktur-v2-0,TRIGGER_LISTEN,⚡ Trigger-Listen,node,25,1,0,yes,no,no
digital-ecosystem-ziel-struktur-v2-0,P1,Patent_1: MindCode,node,27,1,0,no,no,yes
digital-ecosystem-ziel-struktur-v2-0,P2,Patent_2: TNAV,node,28,1,0,no,no,yes
digital-ecosystem-ziel-struktur-v2-0,P3,Patent_3: Kognitionsspiegel,node,29,1,0,no,no,yes
digital-ecosystem-ziel-struktur-v2-0,P4,Patent_4: Einflusskoerper,node,30,1,0,no,no,yes
digital-ecosystem-ziel-struktur-v2-0,P5,Patent_5: Codex-Kern,node,31,1,0,no,no,yes
digital-ecosystem-ziel-struktur-v2-0,P6,Patent_6: VORTEX,node,32,1,0,no,yes,yes
digital-ecosystem-ziel-struktur-v2-0,P7,Patent_7: MSA,node,33,1,0,no,no,yes
digital-ecosystem-ziel-struktur-v2-0,TOKEN_FERR,🪙 FERR Token,node,35,1,0,no,no,yes
digital-ecosystem-ziel-struktur-v2-0,DAO_STRUCTURE,🏛️ DAO-Struktur,node,36,1,0,no,no,yes
digital-ecosystem-ziel-struktur-v2-0,TOKENOMICS,💎 Tokenomics,node,37,1,0,no,no,yes
digital-ecosystem-ziel-struktur-v2-0,PROMPTS,💫 10 Master-Prompts v1.0,node,39,1,0,no,no,no
digital-ecosystem-ziel-struktur-v2-0,METAROTIK,🌊 Metarotik,node,40,1,0,no,no,yes
digital-ecosystem-ziel-struktur-v2-0,GENESIS,🎟️ Genesis Pass,node,41,1,0,no,no,no
digital-ecosystem-ziel-struktur-v2-0,FRAMEWORK,📦 Prompt Framework,node,42,1,0,no,no,no
digital-ecosystem-ziel-struktur-v2-0,RAS,🧬 RAS – Rekursiver Affinitätsspeicher,node,44,1,0,no,no,no
digital-ecosystem-ziel-struktur-v2-0,VORTEX,🌪️ VortexCanvas,node,45,1,0,no,yes,no
digital-ecosystem-ziel-struktur-v2-0,DELTA_SYNC,🚀 Delta-Sync System v1.0,node,46,1,0,yes,no,no
digital-ecosystem-ziel-struktur-v2-0,API_DOCS,🔗 API-Dokumentation,node,47,1,0,no,no,no
digital-ecosystem-ziel-struktur-v2-0,REFLEXION,📘 FerrAI Reflexions-Log,node,49,1,0,no,no,no
digital-ecosystem-ziel-struktur-v2-0,METAROTIK_INTERN,🔒 Metarotik Intern,node,50,1,0,no,no,yes
digital-ecosystem-ziel-struktur-v2-0,SESSIONS,📝 Development Sessions,node,52,1,0,yes,no,no
digital-ecosystem-ziel-struktur-v2-0,IPERKA,📐 IPERKA-Projekte,node,53,1,0,no,no,no
digital-ecosystem-ziel-struktur-v2-0,MEETING_NOTES,🎙️ Meeting Notes,node,54,1,0,no,no,no
digital-ecosystem-ziel-struktur-v2-0,SYSTEM_HANDBUCH,📘 FerrAI Systemhandbuch,node,56,1,0,no,no,no
digital-ecosystem-ziel-struktur-v2-0,AGENT_INSTRUCTIONS,🎯 Agent Instructions,node,57,1,0,no,no,no
notion-chatgpt-system-architektur,User,👤 Silvii | (User),node,3,0,2,no,no,no
notion-chatgpt-system-architektur,Notion,📓 Notion Workspace | (Single Source of Truth),node,4,3,6,no,no,no
notion-chatgpt-system-architektur,ChatGPT,🤖 ChatGPT Custom GPT | (Kognitiver Motor),node,5,1,3,no,no,no
notion-chatgpt-system-architektur,Python,🐍 Python Sync Script | (Batch-Operationen),node,6,0,1,yes,no,no
notion-chatgpt-system-architektur,Codex,📚 Codex | (Wissensbase),node,9,1,2,no,no,no
notion-chatgpt-system-architektur,Manifest,📜 Manifest | (Vision & Mission),node,10,1,2,no,no,no
notion-chatgpt-system-architektur,PM,📊 Project Management | (Tasks & KPIs),node,11,2,2,no,no,no
notion-chatgpt-system-architektur,Trigger,⚡ Trigger-System | (~675 Trigger),node,12,1,1,yes,no,no
notion-chatgpt-system-architektur,Reflexion,🧠 Reflexionen | (Meta-Ebene),node,13,2,0,no,no,no
notion-chatgpt-system-architektur,Sync,🔄 Bidirektionaler Sync | (Delta-Updates),node,16,1,1,yes,no,no
notion-chatgpt-system-architektur,Analysis,🔍 Fundamentalanalyse | (Cross-Reference),node,17,5,3,no,no,no
notion-chatgpt-system-architektur,Auto,⚙️ Automatisierung | (Trigger-basiert),node,18,4,2,yes,no,no
notion-chatgpt-system-architektur,Audit,📋 Audit Trail | (Provenienz),node,19,1,2,no,no,no
notion-chatgpt-system-architektur,Insights,💡 Strukturierte Insights,node,22,2,1,no,no,no
notion-chatgpt-system-architektur,KPI,📈 KPI Dashboard,node,23,1,0,no,no,no
notion-chatgpt-system-architektur,Pitch,🎯 Investor Pitch | (Auto-generiert),node,24,2,0,no,no,no
notion-chatgpt-system-architektur,Verdichtung,📝 Codex-Verdichtung,node,25,1,0,no,no,no
meta-conductor-agent-routing,A,INPUT,node,3,0,1,no,no,no
meta-conductor-agent-routing,B,Agent?,node,3,1,2,no,no,no
meta-conductor-agent-routing,GPT,ChatGPT/FerrAI,node,4,1,1,no,no,no
meta-conductor-agent-routing,NOTION,Notion AI,node,5,1,1,no,no,no
meta-conductor-agent-routing,C,Ergebnis FerrAI,node,6,1,1,no,no,no
meta-conductor-agent-routing,D,Struktur Resultat,node,7,1,1,no,no,no
meta-conductor-agent-routing,E,Audit,node,8,2,1,no,no,no
meta-conductor-agent-routing,F,Silvii Final,node,10,1,0,no,no,no
session-root-living-trigger-organism,T520,🚀 T-520: SESSION_START | ferro:state=init,node,2,0,1,yes,no,no
session-root-living-trigger-organism,T521,T521,implicit,3,1,1,yes,no,no
session-root-living-trigger-organism,ROOT,ROOT,implicit,5,1,15,yes,no,no
session-root-living-trigger-organism,T01,T01,implicit,9,1,0,yes,no,no
session-root-living-trigger-organism,T02,T02,implicit,10,1,0,yes,no,no
session-root-living-trigger-organism,T03,T03,implicit,11,1,0,yes,no,no
session-root-living-trigger-organism,T04,T04,implicit,12,1,0,yes,no,no
session-root-living-trigger-organism,T05,T05,implicit,13,1,0,yes,no,no
session-root-living-trigger-organism,T06,T06,implicit,14,1,0,yes,no,no
session-root-living-trigger-organism,T07,T07,implicit,15,1,0,yes,no,no
session-root-living-trigger-organism,T08,T08,implicit,16,1,0,yes,no,no
session-root-living-trigger-organism,T09,T09,implicit,17,1,0,yes,no,no
session-root-living-trigger-organism,T10,T10,implicit,18,1,0,yes,no,no
session-root-living-trigger-organism,T11,T11,implicit,19,1,0,yes,no,no
session-root-living-trigger-organism,T12,T12,implicit,20,1,0,yes,no,no
session-root-living-trigger-organism,T13,T13,implicit,21,1,1,yes,no,no
session-root-living-trigger-organism,T14,T14,implicit,22,1,1,yes,no,no
session-root-living-trigger-organism,T15,T15,implicit,23,1,1,yes,no,no
session-root-living-trigger-organism,T777,T777,implicit,41,1,0,yes,no,no
session-root-living-trigger-organism,T517,T517,implicit,42,1,0,yes,no,no
session-root-living-trigger-organism,T544,T544,implicit,43,1,0,yes,no,no
full-sync-terra-nova-mcp-sequence,U,Benutzer (Silvi),participant,3,3,3,no,no,no
full-sync-terra-nova-mcp-sequence,UI,UI (ChatGPT/Notion),participant,4,5,5,no,no,no
full-sync-terra-nova-mcp-sequence,IN,Eingabe-Filter (Sicherheit),participant,5,2,2,no,no,no
full-sync-terra-nova-mcp-sequence,FSM,Trigger/FSM (FerrAI-Kern),participant,6,8,12,no,no,no
full-sync-terra-nova-mcp-sequence,MCP,MCP Client,participant,7,15,15,no,no,no
full-sync-terra-nova-mcp-sequence,SRV,MCP Server (SSE Endpoint),participant,8,16,16,no,no,no
full-sync-terra-nova-mcp-sequence,AUTH,Notion OAuth,participant,9,3,3,no,no,no
full-sync-terra-nova-mcp-sequence,N,Notion API,participant,10,3,3,no,no,no
full-sync-terra-nova-mcp-sequence,SE,Sync Engine (Backend),participant,11,20,26,no,no,no
full-sync-terra-nova-mcp-sequence,DB,Canonical Store (DB),participant,12,5,1,no,no,no
full-sync-terra-nova-mcp-sequence,AUD,Audit + Savepoints,participant,13,6,4,no,no,no
full-sync-terra-nova-mcp-sequence,OUT,Ausgabe-Filter (Moderation),participant,14,5,1,no,no,no
mmd-001-cap-visual-control-model,MMD,Mermaid Universe,node,2,1,4,no,no,no
mmd-001-cap-visual-control-model,IST,IST: current map,node,3,1,1,no,no,no
mmd-001-cap-visual-control-model,SOLL,SOLL: target map,node,4,1,1,no,no,no
mmd-001-cap-visual-control-model,INT,INTEGRATION: data/sync,node,5,1,1,yes,no,no
mmd-001-cap-visual-control-model,ORCH,ORCHESTRATION: routing,node,6,1,1,no,no,no
mmd-001-cap-visual-control-model,ZOOM,ZOOM lenses,node,7,2,1,no,no,no
mmd-001-cap-visual-control-model,VTX,VORTEX coherence,node,8,1,1,no,yes,no
