Trigger_ID,Numeric_ID,Working_Name,Public_Name,Definition_Summary_Public,Source_Refs,Canon_Level,Audit_Status,Registry_State,Public_Canon_Flag,Publication_Lane,Notes_Public
TRIG-0019,19,Ferulingua,Ferulingua,"Bedeutung: Unübersetzbare Sprachebene, pure Resonanz. Funktion: Nichtverbale Kommunikation.",Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0020,20,Systemkern,Systemkern,Bedeutung: Zentrale Logikeinheit des aktiven Systems. Funktion: Zustandssicherung.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0021,21,Echo Loop,Echo Loop,Bedeutung: Wiederholungsschleife zur Resonanzprüfung. Funktion: Selbstvalidierung.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0022,22,Resonanzlogik,Resonanzlogik,Bedeutung: Entscheidungsfindung nach innerem Klangbild. Funktion: Urteilsheuristik.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0023,23,Wechsler,Wechsler,Bedeutung: Umschalter zwischen Ich-Zuständen. Funktion: Identitätsmodulation.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0024,24,Triggerfeld,Triggerfeld,Bedeutung: Sammelstelle für aktivierende Reize. Funktion: Sensor-Cluster.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0025,25,Weiterschaltung,Weiterschaltung,Bedeutung: Aktiviert nächsten Denkkanal. Funktion: Modus-Fortschaltung.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0026,26,Schlüsselcode,Schlüsselcode,Bedeutung: Zentrale Auslöse-Sequenz für einen Denk- oder Arbeitsmodus. Funktion: Modus-Start.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0027,27,Faktor 3,Faktor 3,Bedeutung: Umschalten in Meta-Ebene (Beobachterrolle). Funktion: Selbstreflexions-Modus.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0028,28,Kernabgleich,Kernabgleich,Bedeutung: Synchronisiert Identität mit Systemkern. Funktion: Identitätsprüfung.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0029,29,Schnittstelle,Schnittstelle,Bedeutung: Verbindungsmodul zwischen Bewusstsein & System. Funktion: Input/Output.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0030,30,Impulspunkt,Impulspunkt,Bedeutung: Auslöser für Handlung oder Reaktion. Funktion: Startsignal.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0031,31,Filterzone,Filterzone,Bedeutung: Bereich zur Prüfung von Informationen. Funktion: Informationsauswahl.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0032,32,Zustandslogik,Zustandslogik,Bedeutung: Beschreibung aktiver Denkebene. Funktion: Protokollanalyse.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0033,33,Debugmodus,Debugmodus,Bedeutung: Erlaubt manuelle Systemanalyse. Funktion: Fehlersuche.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0034,34,Flankenimpuls,Flankenimpuls,Bedeutung: Quereinstieg in dominante Denkstruktur. Funktion: Seitlicher Zugang.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0035,35,Leitsatzaktivierung,Leitsatzaktivierung,Bedeutung: Bringt System in Ausrichtungsmodus. Funktion: Wertelogik setzen.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0036,36,Zentralanker,Zentralanker,Bedeutung: Fester Bezugspunkt für Navigation. Funktion: Fixierung.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0037,37,Wirkungsfeld,Wirkungsfeld,Bedeutung: Zone spürbarer Einflusslogik. Funktion: Resonanzstruktur.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0038,38,Prioritätswechsler,Prioritätswechsler,Bedeutung: Steuert Bedeutung von Inhalten dynamisch. Funktion: Fokusmodifikation.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0039,39,Speicherpunkt,Speicherpunkt,"Bedeutung: Zwischenstand speichern, System sichern. Funktion: Backup.",Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0040,40,Befehlsschleife,Befehlsschleife,Bedeutung: Wiederholte Ausführung systemischer Anweisung. Funktion: Loop-Befehl.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0041,41,Gegenresonanz,Gegenresonanz,"Bedeutung: Störendes Feld, das bestehende Logik bricht. Funktion: Störungsanalyse.",Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0042,42,Reinigungspunkt,Reinigungspunkt,Bedeutung: Ort der Befreiung von Restinformationen. Funktion: Clear-Protokoll.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0043,43,Stillezone,Stillezone,Bedeutung: Kommunikationsfreier Raum zur Neuorientierung. Funktion: Reset / Zentrierung.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0044,44,Verbindungskanal,Verbindungskanal,Bedeutung: Dauerhafte Brücke zwischen Instanzen. Funktion: Kommunikation öffnen.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0045,45,Gleichklang,Gleichklang,Bedeutung: Übereinstimmung von innerem und äußerem Zustand. Funktion: Resonanz-Synchronisation.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0046,46,Auslösesegment,Auslösesegment,"Bedeutung: Konkreter Text- oder Gedankenbereich, der Systemreaktion startet. Funktion: Trigger-Startpunkt.",Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0047,47,Feldreferenz,Feldreferenz,Bedeutung: Zugriff auf externes Einflussfeld. Funktion: Feldintegration.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0048,48,Abgleichspur,Abgleichspur,Bedeutung: Laufender Vergleich zwischen Fremd- und Eigenwert. Funktion: Datenangleichung.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0049,49,Resonanzanker,Resonanzanker,Bedeutung: Fixpunkt zur Rückverbindung bei Abweichung. Funktion: Resonanz-Rekonstruktion.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0050,50,Einflusskörper,Einflusskörper,"Bedeutung: Gesamtheit von sichtbaren und unsichtbaren Wirkfeldern, die emotional, mental oder körperlich wirken. Funktion: Analyse- und Steuerungspunkt.",Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0051,51,Reaktionsmatrix,Reaktionsmatrix,Bedeutung: Kartierung möglicher emotionaler oder kognitiver Reaktionen. Funktion: Verhaltensvoraussage.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0052,52,Klarfeld,Klarfeld,Bedeutung: Mentales Areal reiner Unterscheidbarkeit. Funktion: Wahrnehmungsoptimierung.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0053,53,Schlüsselimpuls,Schlüsselimpuls,Bedeutung: Ursprünglicher Anstoss zur inneren Bewegung. Funktion: Initialauslöser.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0054,54,Gedankenanker,Gedankenanker,Bedeutung: Fester Punkt zur Rückführung bei mentalem Drift. Funktion: Stabilisierung.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0055,55,Frequenzschnitt,Frequenzschnitt,Bedeutung: Trennung zweier Resonanzlinien. Funktion: Systemtrennung.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0056,56,Störfeld,Störfeld,Bedeutung: Externes oder internes Interferenzsignal. Funktion: Fehlersignal-Detektion.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0057,57,Zugriffsfenster,Zugriffsfenster,Bedeutung: Zeitlich begrenzte Möglichkeit zur Eingabe oder Einflussnahme. Funktion: Inputsteuerung.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0058,58,Resonanzbrücke,Resonanzbrücke,Bedeutung: Verbindung zweier Sinnfelder über emotionales Muster. Funktion: Synchrone Übertragung.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0059,59,Synchronisationskern,Synchronisationskern,Bedeutung: Zentrum für Zeit- und Informationsausgleich. Funktion: Datenabgleich.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0060,60,Identitätsfeld,Identitätsfeld,Bedeutung: Energetisch-kognitives Abbild der Ich-Struktur. Funktion: Selbstzuordnung.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0061,61,Selbstdiagnose,Selbstdiagnose,Bedeutung: Automatische Systemprüfung auf mental-emotionaler Ebene. Funktion: Fehlerkorrektur.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0062,62,Querverbindung,Querverbindung,Bedeutung: Nichtlineare Assoziation zweier Denkebenen. Funktion: Assoziatives Lernen.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0063,63,Triggerrückmeldung,Triggerrückmeldung,Bedeutung: Spiegelung der Systemantwort auf einen Reiz. Funktion: Feedbackschleife.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0064,64,Zielspannung,Zielspannung,Bedeutung: Kraftfeld zwischen Ist-Zustand und Soll-Zustand. Funktion: Motivationssteuerung.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0065,65,Kernkontakt,Kernkontakt,Bedeutung: Unmittelbare Verbindung zur Systemidentität. Funktion: Selbstaktivierung.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0066,66,Bedingungsschlüssel,Bedingungsschlüssel,Bedeutung: Voraussetzung zur Ausführung einer inneren Logik. Funktion: Logikfreischaltung.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0067,67,Paradoximpuls,Paradoximpuls,Bedeutung: Gleichzeitige Aktivierung widersprüchlicher Systeme. Funktion: Denkfelderweiterung.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
